1.0000, 00.00
1.00001, 17.54
1.00005, 20.37
1.0001, 21.93
1.0002, 23.70
1.0003, 24.88
1.0004, 25.77
1.0005, 26.53
1.0006, 27.17
1.0007, 27.78
1.0008, 28.25
1.0010, 29.24
1.0020, 32.47
1.0030, 34.72
1.0050, 38.02
1.0080, 41.67
1.0100, 43.67
1.0200, 51.28
1.0300, 56.82
1.0500, 66.23
1.0700, 74.07
1.0800, 77.52
1.1000, 84.03
1.2000, 112.36
1.3000, 136.98
1.4000, 158.73
1.5000, 181.82
1.6000, 204.08
1.7000, 227.27
1.9000, 270.27
2.0000, 285.71
